country,price_date,year,month,c_beans_fao,c_maize_fao,inflation_food_price_index
Kenya,7/1/2018,2018,7,62422.29,29127.23,-23.16
Kenya,8/1/2018,2018,8,60532.02,27397.74,-24.93
Kenya,9/1/2018,2018,9,59122.72,26661.34,-24.03
Kenya,10/1/2018,2018,10,59223.5,26328.75,-20.27
Kenya,11/1/2018,2018,11,59186.13,27533.3,-18.19
Kenya,12/1/2018,2018,12,60624.63,28195.3,-14.83
Kenya,1/1/2018,2018,1,57179.71,26286.87,-12.25
Kenya,2/1/2018,2018,2,56576.7,25771.7,-12.35
Kenya,3/1/2018,2018,3,55321.03,24215.73,-27.25
Kenya,4/1/2018,2018,4,55406.49,23747.6,-30.7
Kenya,5/1/2018,2018,5,54460.49,23980.01,-32.79
Kenya,6/1/2018,2018,6,54468.32,23848.78,-28.27
Kenya,7/1/2018,2018,7,53611.21,23553.22,-27.52
Kenya,8/1/2018,2018,8,51327.03,21153.38,-26.51
Kenya,9/1/2018,2018,9,49577.41,20394.2,-21.58
Kenya,10/1/2018,2018,10,48887.05,20598.67,-19.75
Kenya,11/1/2018,2018,11,50241.17,20864.15,-13.98
Kenya,12/1/2018,2018,12,50741.16,21392.01,-8.87
Kenya,1/1/2018,2018,1,56624.22,26014.77,-12.68
Kenya,2/1/2018,2018,2,56675.7,26263.1,-11.19
Kenya,3/1/2018,2018,3,56504.4,26000.44,-20.2
Kenya,4/1/2018,2018,4,55119.38,23912.94,-29.22
Kenya,5/1/2018,2018,5,54676.87,24058.52,-31.38
Kenya,6/1/2018,2018,6,53738.42,23346.62,-29.92
Kenya,7/1/2018,2018,7,53405.44,23967.55,-27.26
Kenya,8/1/2018,2018,8,51420.45,21386.7,-26.06
Kenya,9/1/2018,2018,9,49785.76,20970.57,-18.12
Kenya,10/1/2018,2018,10,49182.32,21088.06,-18.62
Kenya,11/1/2018,2018,11,50668.82,20792.35,-15.85
Kenya,12/1/2018,2018,12,50504.97,21282.36,-11.82
Kenya,1/1/2018,2018,1,65790.32,31820.47,-2.98
Kenya,2/1/2018,2018,2,64285.85,30494.99,-7.21
Kenya,3/1/2018,2018,3,63596.95,30518.24,-15.02
Kenya,4/1/2018,2018,4,62097.74,28960.94,-18.5
Kenya,5/1/2018,2018,5,62022.05,29599.95,-17.67
Kenya,6/1/2018,2018,6,61718.88,28440.64,-19
Kenya,7/1/2018,2018,7,60615.9,27593.05,-19.05
Kenya,8/1/2018,2018,8,58412.42,23811.86,-20.87
Kenya,9/1/2018,2018,9,57844.32,22844.82,-17.71
Kenya,10/1/2018,2018,10,56363.07,22494.46,-20.78
Kenya,11/1/2018,2018,11,56790.25,22861.99,-18.41
Kenya,12/1/2018,2018,12,58067.11,23965.6,-13.28
Kenya,1/1/2018,2018,1,60152.65,28527.1,-12.71
Kenya,2/1/2018,2018,2,60082.59,28727.57,-13.1
Kenya,3/1/2018,2018,3,59010.35,27109.24,-22.32
Kenya,4/1/2018,2018,4,58203.32,26272.22,-34.7
Kenya,5/1/2018,2018,5,58207.91,26168.3,-36.91
Kenya,6/1/2018,2018,6,57888.48,26132.19,-34.94
Kenya,7/1/2018,2018,7,57685.97,25668.86,-25.8
Kenya,8/1/2018,2018,8,55086.82,23279.5,-25.99
Kenya,9/1/2018,2018,9,52557.26,21920.21,-22.28
Kenya,10/1/2018,2018,10,50806.11,20897.99,-26.05
Kenya,11/1/2018,2018,11,52748.94,22379.32,-17.22
Kenya,12/1/2018,2018,12,53319.62,22970.27,-14.51
Kenya,1/1/2018,2018,1,59216.91,27214.77,-11.9
Kenya,2/1/2018,2018,2,57512.7,25699.56,-11.41
Kenya,3/1/2018,2018,3,56163.31,25264.54,-24.3
Kenya,4/1/2018,2018,4,55983.79,24276.13,-29.31
Kenya,5/1/2018,2018,5,55139.49,24935.74,-29.72
Kenya,6/1/2018,2018,6,54963.33,24856.97,-28.6
Kenya,7/1/2018,2018,7,54939.78,23401.86,-23.36
Kenya,8/1/2018,2018,8,51966.05,21715.7,-25.4
Kenya,9/1/2018,2018,9,49543.3,21081.73,-22.86
Kenya,10/1/2018,2018,10,49196.06,21716.59,-19.44
Kenya,11/1/2018,2018,11,50370.29,21199.01,-16.02
Kenya,12/1/2018,2018,12,51267.28,21312.49,-11.51
Kenya,1/1/2018,2018,1,93162.3,28084,3.57
Kenya,2/1/2018,2018,2,84609,29075,-10.4
Kenya,3/1/2018,2018,3,78243,29497,-16.64
Kenya,4/1/2018,2018,4,73698,29101,-28.84
Kenya,5/1/2018,2018,5,73826.74,28997,-27.43
Kenya,6/1/2018,2018,6,66063,22315,-35.63
Kenya,7/1/2018,2018,7,63196,21224,-31.53
Kenya,8/1/2018,2018,8,57396,16840,-42.33
Kenya,9/1/2018,2018,9,55272,15276,-45.52
Kenya,10/1/2018,2018,10,58017,15131,-39.22
Kenya,11/1/2018,2018,11,56692,15500,-38.77
Kenya,12/1/2018,2018,12,56405,18968,-35.57
Kenya,1/1/2018,2018,1,60954.22,28399.08,-8.59
Kenya,2/1/2018,2018,2,60886.42,28043.58,-8.7
Kenya,3/1/2018,2018,3,61443.43,28400.36,-15.64
Kenya,4/1/2018,2018,4,60420.43,26566.42,-18.93
Kenya,5/1/2018,2018,5,58959.95,25241.1,-22.94
Kenya,6/1/2018,2018,6,57590.82,24933.46,-23.22
Kenya,7/1/2018,2018,7,57441.89,24459.31,-20.31
Kenya,8/1/2018,2018,8,54706.84,21701.71,-23.1
Kenya,9/1/2018,2018,9,52342.68,18825.65,-27.05
Kenya,10/1/2018,2018,10,51103.25,18416.71,-27.87
Kenya,11/1/2018,2018,11,52913.22,20063.35,-19.39
Kenya,12/1/2018,2018,12,53616.55,20921.59,-14.49
Kenya,1/1/2018,2018,1,60305.87,26619.57,-10.64
Kenya,2/1/2018,2018,2,60418.54,26665.76,-8.07
Kenya,3/1/2018,2018,3,60450.73,26513.56,-10.38
Kenya,4/1/2018,2018,4,59495.9,24619.44,-19.66
Kenya,5/1/2018,2018,5,58692.1,24029.33,-21.41
Kenya,6/1/2018,2018,6,59268.08,23974.15,-18.62
Kenya,7/1/2018,2018,7,58213.72,24172.71,-18.43
Kenya,8/1/2018,2018,8,56055.2,23043.59,-19.46
Kenya,9/1/2018,2018,9,54396.95,21009.71,-18.49
Kenya,10/1/2018,2018,10,51183.61,19152.95,-24.38
Kenya,11/1/2018,2018,11,54199.45,21623.31,-16.09
Kenya,12/1/2018,2018,12,53805.76,21957.16,-13.08
Kenya,1/1/2018,2018,1,72039.24,39279.13,5.67
Kenya,2/1/2018,2018,2,69729.45,37117.11,-5.24
Kenya,3/1/2018,2018,3,69090.43,36260.06,-10.25
Kenya,4/1/2018,2018,4,66855.97,36543.74,-11.1
Kenya,5/1/2018,2018,5,66507.3,36023.02,-14
Kenya,6/1/2018,2018,6,65859.56,35894.04,-15.93
Kenya,7/1/2018,2018,7,64679.34,35216.65,-17.17
Kenya,8/1/2018,2018,8,63369.86,33836.05,-14.46
Kenya,9/1/2018,2018,9,62444.23,31837.24,-14.38
Kenya,10/1/2018,2018,10,63186.06,30353.34,-14.02
Kenya,11/1/2018,2018,11,63703.92,32291.68,-13.48
Kenya,12/1/2018,2018,12,63997.79,32839.22,-12.65
Kenya,1/1/2018,2018,1,57287.52,22116.92,-10.39
Kenya,2/1/2018,2018,2,57312.27,21660.75,-11.06
Kenya,3/1/2018,2018,3,56952.47,21975.61,-14
Kenya,4/1/2018,2018,4,56090.53,20813.98,-21.84
Kenya,5/1/2018,2018,5,55449.36,20630.52,-23.06
Kenya,6/1/2018,2018,6,56104.99,20904.35,-18.86
Kenya,7/1/2018,2018,7,55461.99,20721.75,-18.59
Kenya,8/1/2018,2018,8,52265.6,19664.13,-18.65
Kenya,9/1/2018,2018,9,50079.84,18208.01,-16.73
Kenya,10/1/2018,2018,10,49779.3,18268.68,-17.15
Kenya,11/1/2018,2018,11,51559.48,19824.85,-11.08
Kenya,12/1/2018,2018,12,51294.86,19659.01,-9.16
Kenya,1/1/2018,2018,1,69770.84,36829.5,0.08
Kenya,2/1/2018,2018,2,68469.42,35639.71,-7.29
Kenya,3/1/2018,2018,3,68973.48,36293.25,-9.44
Kenya,4/1/2018,2018,4,66560.41,34968.12,-18.17
Kenya,5/1/2018,2018,5,66780.92,34889.12,-16.98
Kenya,6/1/2018,2018,6,63015.54,31954.43,-24.39
Kenya,7/1/2018,2018,7,61818.41,31614.16,-22.84
Kenya,8/1/2018,2018,8,59241.1,28294.21,-24.89
Kenya,9/1/2018,2018,9,58181.44,26005.36,-26.95
Kenya,10/1/2018,2018,10,59116.41,27706.35,-22.16
Kenya,11/1/2018,2018,11,58579.34,26672.93,-20.66
Kenya,12/1/2018,2018,12,59913.86,28929.43,-16.12
Kenya,1/1/2018,2018,1,69418.65,28407.37,-5.69
Kenya,2/1/2018,2018,2,68726,27454.31,-6.19
Kenya,3/1/2018,2018,3,70213.67,29054.65,-13.35
Kenya,4/1/2018,2018,4,66440.31,25380.98,-24.49
Kenya,5/1/2018,2018,5,63794.35,22942.62,-31.28
Kenya,6/1/2018,2018,6,63263.51,22337.22,-30.29
Kenya,7/1/2018,2018,7,62774.65,21762.44,-28.52
Kenya,8/1/2018,2018,8,60568.45,19681.1,-30.42
Kenya,9/1/2018,2018,9,59900.54,19040.74,-29.3
Kenya,10/1/2018,2018,10,59696.4,18851.74,-27.41
Kenya,11/1/2018,2018,11,60491.67,19790.65,-20.11
Kenya,12/1/2018,2018,12,61027.66,20180.94,-17.38
Kenya,1/1/2018,2018,1,63177.23,25924.09,-13.77
Kenya,2/1/2018,2018,2,64422.03,27375.09,-9.78
Kenya,3/1/2018,2018,3,63494.32,27008.77,-19.82
Kenya,4/1/2018,2018,4,62031.31,25745.91,-28.15
Kenya,5/1/2018,2018,5,60938.9,24453.78,-30.2
Kenya,6/1/2018,2018,6,60658.54,23719.46,-30.64
Kenya,7/1/2018,2018,7,58987.28,23017.87,-30.04
Kenya,8/1/2018,2018,8,56189.89,19506.14,-30.77
Kenya,9/1/2018,2018,9,55401.56,19378.7,-27.08
Kenya,10/1/2018,2018,10,56327.21,19792.66,-21.96
Kenya,11/1/2018,2018,11,55508.1,20640.6,-20.42
Kenya,12/1/2018,2018,12,57098.8,21091.71,-13.09
Kenya,1/1/2018,2018,1,68546.92,38437.9,7.2
Kenya,2/1/2018,2018,2,65471.85,34119.26,-9.49
Kenya,3/1/2018,2018,3,65450.2,33519.71,-11.7
Kenya,4/1/2018,2018,4,64022.53,34223.33,-11.51
Kenya,5/1/2018,2018,5,63728.31,33422.8,-15.59
Kenya,6/1/2018,2018,6,63783.81,33167.57,-16.61
Kenya,7/1/2018,2018,7,62495.47,29870.84,-20.49
Kenya,8/1/2018,2018,8,60603.65,27956.16,-21.35
Kenya,9/1/2018,2018,9,60178.68,27348.91,-20.91
Kenya,10/1/2018,2018,10,60782.58,26565.02,-18.91
Kenya,11/1/2018,2018,11,59991.92,26835.96,-20.06
Kenya,12/1/2018,2018,12,59933.05,27750.87,-18.89
Kenya,1/1/2018,2018,1,59291,26768,-9.9
Kenya,2/1/2018,2018,2,58630.93,26299.16,-12.31
Kenya,3/1/2018,2018,3,58039.38,25904.11,-24.08
Kenya,4/1/2018,2018,4,57540.71,24386.82,-28.88
Kenya,5/1/2018,2018,5,55948.95,24402.03,-31.76
Kenya,6/1/2018,2018,6,55968.89,23695.15,-30.23
Kenya,7/1/2018,2018,7,55111.31,23504.05,-27.49
Kenya,8/1/2018,2018,8,52491.22,21477.71,-27.73
Kenya,9/1/2018,2018,9,50190.65,21142.84,-21.25
Kenya,10/1/2018,2018,10,49955.85,20887.58,-20.41
Kenya,11/1/2018,2018,11,51163.2,20782.89,-13.73
Kenya,12/1/2018,2018,12,51537.37,21287.92,-8.77
Kenya,1/1/2018,2018,1,64721.17,30527.91,-6.41
Kenya,2/1/2018,2018,2,65199.22,30835.16,-9.65
Kenya,3/1/2018,2018,3,65909.16,31970.92,-14.16
Kenya,4/1/2018,2018,4,63356.32,31495.06,-19.75
Kenya,5/1/2018,2018,5,63919.88,30888.4,-20.45
Kenya,6/1/2018,2018,6,60190.91,26818.9,-28.43
Kenya,7/1/2018,2018,7,60079.36,26056.9,-25.29
Kenya,8/1/2018,2018,8,55383.93,20314.4,-34.2
Kenya,9/1/2018,2018,9,53925.36,22868.66,-30.87
Kenya,10/1/2018,2018,10,54726.37,22281.58,-25.72
Kenya,11/1/2018,2018,11,54059.9,22446.05,-23.04
Kenya,12/1/2018,2018,12,55324.72,23229.23,-16.95
Kenya,1/1/2018,2018,1,60363.76,28453.52,-11.38
Kenya,2/1/2018,2018,2,59133.31,26734.7,-16.78
Kenya,3/1/2018,2018,3,58936.66,26896.29,-24.63
Kenya,4/1/2018,2018,4,58498.57,25052.39,-28.45
Kenya,5/1/2018,2018,5,57478.13,23606.82,-31.62
Kenya,6/1/2018,2018,6,57244.02,23167.94,-32.05
Kenya,7/1/2018,2018,7,56552.81,23595.19,-27.82
Kenya,8/1/2018,2018,8,54971.04,21230.37,-27.85
Kenya,9/1/2018,2018,9,52234.67,21122.13,-26.02
Kenya,10/1/2018,2018,10,51477.26,20915.61,-24.64
Kenya,11/1/2018,2018,11,52933.24,20788.87,-18.79
Kenya,12/1/2018,2018,12,53247.15,21203.03,-7.95
Kenya,1/1/2018,2018,1,80688.19,41298.9,1.31
Kenya,2/1/2018,2018,2,79146.13,40404.21,1.33
Kenya,3/1/2018,2018,3,79559.54,40515.31,-2.69
Kenya,4/1/2018,2018,4,79620.57,40393.55,-2.62
Kenya,5/1/2018,2018,5,79706.79,40425.22,-4
Kenya,6/1/2018,2018,6,75720.77,38391.85,-8.76
Kenya,7/1/2018,2018,7,76011.54,40680.86,-3.05
Kenya,8/1/2018,2018,8,73595.82,38718.15,-5.63
Kenya,9/1/2018,2018,9,71846.68,36804.09,-8.69
Kenya,10/1/2018,2018,10,73838.95,38408.3,-5.47
Kenya,11/1/2018,2018,11,71718.75,34541.74,-10.41
Kenya,12/1/2018,2018,12,75126.06,38160.98,-3.78
Kenya,1/1/2018,2018,1,68645.58,37940.35,3.8
Kenya,2/1/2018,2018,2,67800.7,37453.93,-4.77
Kenya,3/1/2018,2018,3,66251.44,36912.42,-11.57
Kenya,4/1/2018,2018,4,65296.07,36958.33,-12.86
Kenya,5/1/2018,2018,5,63734.17,36216.05,-16.3
Kenya,6/1/2018,2018,6,63524.3,35204.67,-17.28
Kenya,7/1/2018,2018,7,62160.71,34285.99,-18.54
Kenya,8/1/2018,2018,8,60195.04,31048.86,-21.47
Kenya,9/1/2018,2018,9,59477.63,30142.38,-18.45
Kenya,10/1/2018,2018,10,58494.99,27974.26,-19.24
Kenya,11/1/2018,2018,11,58692.97,29112.3,-18.03
Kenya,12/1/2018,2018,12,58748.67,29501.99,-18.16
Kenya,1/1/2018,2018,1,64446.73,28815.05,-10.51
Kenya,2/1/2018,2018,2,64759.07,28981.65,-14.35
Kenya,3/1/2018,2018,3,66194.4,29327.91,-18.32
Kenya,4/1/2018,2018,4,65116.02,32673.1,-20.2
Kenya,5/1/2018,2018,5,65177.01,30110.05,-22.64
Kenya,6/1/2018,2018,6,61882.22,23519.89,-31.03
Kenya,7/1/2018,2018,7,61633.4,24082.69,-28.64
Kenya,8/1/2018,2018,8,57154.08,21469.99,-33.81
Kenya,9/1/2018,2018,9,55383.7,23423.1,-30.21
Kenya,10/1/2018,2018,10,54991.74,22233.92,-24.59
Kenya,11/1/2018,2018,11,55450.77,24134.98,-17.63
Kenya,12/1/2018,2018,12,56754.44,26745.22,-11.91
Kenya,1/1/2018,2018,1,62169.34,33971.28,2.38
Kenya,2/1/2018,2018,2,62467.48,33403.3,-5
Kenya,3/1/2018,2018,3,59017.23,32439.06,-11.15
Kenya,4/1/2018,2018,4,58087.54,32328.71,-14.92
Kenya,5/1/2018,2018,5,57153.78,28323.06,-23.65
Kenya,6/1/2018,2018,6,56209.96,27316.68,-28.21
Kenya,7/1/2018,2018,7,56210.25,27196.82,-25.16
Kenya,8/1/2018,2018,8,53440.18,26573.45,-23.28
Kenya,9/1/2018,2018,9,52912.34,26732.86,-20.17
Kenya,10/1/2018,2018,10,53269.55,27579.15,-15.52
Kenya,11/1/2018,2018,11,51535.02,26768.01,-19.34
Kenya,12/1/2018,2018,12,52970.89,27043.11,-18.44
Kenya,1/1/2018,2018,1,57624.05,22023.45,-10.02
Kenya,2/1/2018,2018,2,56712.45,22207.61,-9.09
Kenya,3/1/2018,2018,3,56486.23,22086.58,-12.17
Kenya,4/1/2018,2018,4,56009.74,21073.59,-21.97
Kenya,5/1/2018,2018,5,54931.95,20960.82,-22.92
Kenya,6/1/2018,2018,6,55939.46,20940.84,-20.03
Kenya,7/1/2018,2018,7,55073.26,20643.08,-19.92
Kenya,8/1/2018,2018,8,52971.23,19651.26,-17
Kenya,9/1/2018,2018,9,49921.28,18178.56,-17.58
Kenya,10/1/2018,2018,10,50287.23,18285.13,-16.99
Kenya,11/1/2018,2018,11,50682.42,19006.96,-12.73
Kenya,12/1/2018,2018,12,51098.88,19482.31,-9.98
Kenya,1/1/2018,2018,1,81713.31,45546.47,-3.67
Kenya,2/1/2018,2018,2,80730.04,48063.94,-2.56
Kenya,3/1/2018,2018,3,81408.5,47668.64,-4.02
Kenya,4/1/2018,2018,4,77445.74,47817.78,-5.82
Kenya,5/1/2018,2018,5,77347.92,48102.29,-4.5
Kenya,6/1/2018,2018,6,70361.99,44359.43,-13.52
Kenya,7/1/2018,2018,7,71307.19,44172.8,-12.47
Kenya,8/1/2018,2018,8,65974.93,37989.98,-20.67
Kenya,9/1/2018,2018,9,65136.23,37475.1,-21.01
Kenya,10/1/2018,2018,10,65632.95,37060.81,-21.55
Kenya,11/1/2018,2018,11,65111.73,37884.57,-20.99
Kenya,12/1/2018,2018,12,66521.93,38775.47,-17.13
Kenya,1/1/2018,2018,1,74254.16,42745.49,6.68
Kenya,2/1/2018,2018,2,72717.29,40192.01,-5.59
Kenya,3/1/2018,2018,3,70958.5,38521.54,-12.54
Kenya,4/1/2018,2018,4,69165.39,37947.14,-15.99
Kenya,5/1/2018,2018,5,67304.61,37109.86,-17.26
Kenya,6/1/2018,2018,6,67934.99,37661.03,-18.02
Kenya,7/1/2018,2018,7,66994.58,36798,-18.88
Kenya,8/1/2018,2018,8,65207.64,35570.63,-17.32
Kenya,9/1/2018,2018,9,64217.17,35560.48,-15.41
Kenya,10/1/2018,2018,10,65157.79,34851.28,-12.05
Kenya,11/1/2018,2018,11,65102.07,36152.17,-12.18
Kenya,12/1/2018,2018,12,65764.46,36104.98,-11.38
Kenya,1/1/2018,2018,1,65907.44,33696.82,-3.77
Kenya,2/1/2018,2018,2,65212.4,34284.32,-8.02
Kenya,3/1/2018,2018,3,66333.17,34104.14,-12.73
Kenya,4/1/2018,2018,4,64881.31,34329.91,-18.14
Kenya,5/1/2018,2018,5,64710.61,33804.01,-20.38
Kenya,6/1/2018,2018,6,61530.55,30209.63,-27.53
Kenya,7/1/2018,2018,7,59725.11,27942.61,-24.55
Kenya,8/1/2018,2018,8,55659.67,23583.84,-31.12
Kenya,9/1/2018,2018,9,55625.1,24331.61,-28.17
Kenya,10/1/2018,2018,10,55304.43,23727.36,-25.95
Kenya,11/1/2018,2018,11,55022.56,24864.68,-21.67
Kenya,12/1/2018,2018,12,56599.34,26427.19,-14.34
Kenya,1/1/2018,2018,1,71336.07,35352.83,-3.33
Kenya,2/1/2018,2018,2,70258.82,34729.16,-8.65
Kenya,3/1/2018,2018,3,70903.04,35022.95,-11.31
Kenya,4/1/2018,2018,4,68394.54,33611.07,-15.07
Kenya,5/1/2018,2018,5,68774.4,34179.38,-15.78
Kenya,6/1/2018,2018,6,65612.73,31037.47,-21.18
Kenya,7/1/2018,2018,7,65943.22,31289.84,-17.79
Kenya,8/1/2018,2018,8,61594.16,29425.25,-21.97
Kenya,9/1/2018,2018,9,60285.96,28487.62,-22.53
Kenya,10/1/2018,2018,10,61274.48,28457.09,-20.4
Kenya,11/1/2018,2018,11,59703.6,29041.13,-18.23
Kenya,12/1/2018,2018,12,62257.81,31102.51,-10.62
Kenya,1/1/2018,2018,1,57768.35,28253.28,-3.15
Kenya,2/1/2018,2018,2,56900.17,28164.8,-10.67
Kenya,3/1/2018,2018,3,56412.21,28287.07,-16.17
Kenya,4/1/2018,2018,4,56489.67,28441.74,-20.04
Kenya,5/1/2018,2018,5,54902.11,27683.72,-27.57
Kenya,6/1/2018,2018,6,53127.54,24810.89,-31.69
Kenya,7/1/2018,2018,7,52043.17,24061.35,-26.75
Kenya,8/1/2018,2018,8,50308.3,22649.67,-26.66
Kenya,9/1/2018,2018,9,49526.89,22455.17,-26.33
Kenya,10/1/2018,2018,10,49598.5,22489.2,-20.4
Kenya,11/1/2018,2018,11,49858.87,22797.63,-15.38
Kenya,12/1/2018,2018,12,50962.26,23935.62,-9.38
Kenya,1/1/2018,2018,1,68861.43,31387.27,-3.26
Kenya,2/1/2018,2018,2,67620.5,32035.62,-8.06
Kenya,3/1/2018,2018,3,67353.45,30294.8,-16.02
Kenya,4/1/2018,2018,4,66288.5,29875.57,-17.2
Kenya,5/1/2018,2018,5,64996.31,28459.04,-22.07
Kenya,6/1/2018,2018,6,64630.79,30005.11,-19.15
Kenya,7/1/2018,2018,7,63581.97,27827.29,-21.26
Kenya,8/1/2018,2018,8,60867.17,23933.82,-21.92
Kenya,9/1/2018,2018,9,61160.22,23714.03,-18.32
Kenya,10/1/2018,2018,10,60286.79,23369.94,-18.42
Kenya,11/1/2018,2018,11,61511.14,24196.63,-15.06
Kenya,12/1/2018,2018,12,61988.67,24393.49,-13.93
Kenya,1/1/2018,2018,1,58123.82,22957.65,-9.69
Kenya,2/1/2018,2018,2,58358.43,23738.34,-8.83
Kenya,3/1/2018,2018,3,57761.6,22858.96,-12.32
Kenya,4/1/2018,2018,4,56540.17,22498.09,-17.68
Kenya,5/1/2018,2018,5,56199.73,22650.12,-18.85
Kenya,6/1/2018,2018,6,56911.91,22215.11,-18.26
Kenya,7/1/2018,2018,7,56052.12,22227.57,-17.01
Kenya,8/1/2018,2018,8,53944.92,20979.55,-15.96
Kenya,9/1/2018,2018,9,53093.58,20195.87,-13.64
Kenya,10/1/2018,2018,10,50953.11,19061.99,-18.35
Kenya,11/1/2018,2018,11,52456,20760.28,-10.56
Kenya,12/1/2018,2018,12,53103.78,20840.8,-7.16
Kenya,1/1/2018,2018,1,61652.37,28724.37,-12.82
Kenya,2/1/2018,2018,2,60731.48,29717.57,-11.99
Kenya,3/1/2018,2018,3,61144.31,29605.01,-20.2
Kenya,4/1/2018,2018,4,59263.83,28335.68,-28.92
Kenya,5/1/2018,2018,5,58217.02,25327.93,-33.88
Kenya,6/1/2018,2018,6,58329.12,27139.38,-30.8
Kenya,7/1/2018,2018,7,57538.53,25753.71,-28.38
Kenya,8/1/2018,2018,8,53964.42,22374.74,-26.41
Kenya,9/1/2018,2018,9,53113.39,21194,-21.89
Kenya,10/1/2018,2018,10,53022.1,21257.87,-21.89
Kenya,11/1/2018,2018,11,53291.04,23067.83,-16.37
Kenya,12/1/2018,2018,12,54185,23567.01,-11.85
Kenya,1/1/2018,2018,1,63817.23,29770.02,-4.81
Kenya,2/1/2018,2018,2,62658.52,27667.7,-13.23
Kenya,3/1/2018,2018,3,63020.07,27965.34,-18.37
Kenya,4/1/2018,2018,4,61334.12,27129.86,-24.27
Kenya,5/1/2018,2018,5,62244.6,27723.91,-23.21
Kenya,6/1/2018,2018,6,61766.44,27584.72,-23.34
Kenya,7/1/2018,2018,7,60215.8,26920.96,-20.68
Kenya,8/1/2018,2018,8,57858.21,23082.76,-21.32
Kenya,9/1/2018,2018,9,57359.45,23015.77,-16.33
Kenya,10/1/2018,2018,10,56156.33,22160.07,-17.41
Kenya,11/1/2018,2018,11,58408.79,24612.97,-10.95
Kenya,12/1/2018,2018,12,58185.41,23945.18,-10.83
Kenya,1/1/2018,2018,1,63954.69,29417.6,-3.63
Kenya,2/1/2018,2018,2,63412.12,29610.53,-7.76
Kenya,3/1/2018,2018,3,61185.73,27624.01,-19.28
Kenya,4/1/2018,2018,4,60643.93,28040.44,-20.98
Kenya,5/1/2018,2018,5,60426.3,28034.04,-21.91
Kenya,6/1/2018,2018,6,60412.91,27857.55,-19.93
Kenya,7/1/2018,2018,7,60238.48,26807.11,-17.83
Kenya,8/1/2018,2018,8,56595.06,22921.79,-20.67
Kenya,9/1/2018,2018,9,56281.29,22883.89,-15.99
Kenya,10/1/2018,2018,10,55711.8,21822.1,-17.81
Kenya,11/1/2018,2018,11,56218.56,22477.63,-17.28
Kenya,12/1/2018,2018,12,57554.16,24098.67,-11.03
Kenya,1/1/2018,2018,1,58883.39,22473.14,-7.76
Kenya,2/1/2018,2018,2,57984.39,21846.03,-10.33
Kenya,3/1/2018,2018,3,58241.95,23087.93,-9.8
Kenya,4/1/2018,2018,4,57653.48,21537.27,-17.77
Kenya,5/1/2018,2018,5,57235.57,21583.81,-17.46
Kenya,6/1/2018,2018,6,58154.58,21742.3,-17.32
Kenya,7/1/2018,2018,7,57165.08,21150.2,-15.96
Kenya,8/1/2018,2018,8,54567.27,19896.56,-17.1
Kenya,9/1/2018,2018,9,53264.53,18899.32,-19.69
Kenya,10/1/2018,2018,10,51850.56,18260.4,-18.53
Kenya,11/1/2018,2018,11,52700.62,19286.46,-17.91
Kenya,12/1/2018,2018,12,52661.07,19769.35,-9.17
Kenya,1/1/2018,2018,1,57001.36,21239.72,-6.4
Kenya,2/1/2018,2018,2,57978.12,22331.34,-3.06
Kenya,3/1/2018,2018,3,57419.63,21750.5,-8.83
Kenya,4/1/2018,2018,4,56096.41,20627.75,-16.89
Kenya,5/1/2018,2018,5,55182.22,21316.24,-16.48
Kenya,6/1/2018,2018,6,56168.78,20684.16,-14.12
Kenya,7/1/2018,2018,7,54828.29,21173.63,-12.71
Kenya,8/1/2018,2018,8,52714.08,19851.02,-13.16
Kenya,9/1/2018,2018,9,52150.32,19135.1,-12.26
Kenya,10/1/2018,2018,10,50190.82,19181.96,-15.03
Kenya,11/1/2018,2018,11,51306.18,19861.43,-10.23
Kenya,12/1/2018,2018,12,51541.04,19772.21,-7.65
Kenya,1/1/2018,2018,1,77799.98,43032.58,8.08
Kenya,2/1/2018,2018,2,74328.98,38560.75,-7.65
Kenya,3/1/2018,2018,3,74455.25,37872.16,-13.75
Kenya,4/1/2018,2018,4,72189.26,38844.77,-14.07
Kenya,5/1/2018,2018,5,69782.91,37894.31,-18.47
Kenya,6/1/2018,2018,6,69633.22,37616.78,-20.74
Kenya,7/1/2018,2018,7,68401.74,37249.22,-20.82
Kenya,8/1/2018,2018,8,66344.21,36330.77,-17.84
Kenya,9/1/2018,2018,9,66011.8,36078.87,-16.05
Kenya,10/1/2018,2018,10,67614.58,33764.81,-12.63
Kenya,11/1/2018,2018,11,68437.76,35481.34,-12.3
Kenya,12/1/2018,2018,12,68393.81,36268.59,-11.64
Kenya,1/1/2018,2018,1,57185.06,22648.38,-9.7
Kenya,2/1/2018,2018,2,57054.99,22575.62,-8.43
Kenya,3/1/2018,2018,3,57011.71,22640.07,-12.11
Kenya,4/1/2018,2018,4,56324.65,21368.52,-21.51
Kenya,5/1/2018,2018,5,56183.69,20948.94,-22.27
Kenya,6/1/2018,2018,6,56017.85,20878.57,-20.26
Kenya,7/1/2018,2018,7,56280.08,20799.19,-18.49
Kenya,8/1/2018,2018,8,52582.01,19683.2,-19.18
Kenya,9/1/2018,2018,9,50848.2,18654.14,-16.39
Kenya,10/1/2018,2018,10,49997.87,18449.35,-17.22
Kenya,11/1/2018,2018,11,51477.28,19482.59,-12.32
Kenya,12/1/2018,2018,12,51824.76,20149.36,-7.83
